prefecture_core,prefecture_chr,year,total_population,total_populationMale,total_populationFemale,total_foreigners,total_foreignersMale,total_foreignersFemale,number_foreigners,number_in-migrants,number_in-migrantsMale,number_in-migrantsFemale,number_out-migrants,number_out-migrantsMale,number_out-migrantsFemale
23000,Aichi-ken,1979,6171000,3087000,3084000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23000,Aichi-ken,1978,6115000,3059000,3056000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23000,Aichi-ken,1977,6052000,3028000,3024000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23000,Aichi-ken,1976,5988000,2997000,2992000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23000,Aichi-ken,1975,5923569,2966388,2957181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24000,Mie-ken,2023,1727000,844000,882000,NA,NA,NA,64420,30432,18167,12265,36829,21705,15124
24000,Mie-ken,2022,1742000,851000,891000,NA,NA,NA,58974,31819,19338,12481,36324,21076,15248
24000,Mie-ken,2021,1756000,857000,898000,NA,NA,NA,54295,30417,18244,12173,33457,19556,13901
24000,Mie-ken,2020,1770254,864475,905779,44721,NA,NA,55982,29486,17763,11723,33774,19688,14086
24000,Mie-ken,2019,1783000,871000,912000,NA,NA,NA,56590,31578,19494,12084,37899,22001,15898
24000,Mie-ken,2018,1793000,875000,918000,NA,NA,NA,52087,32529,19927,12602,37031,21316,15715
24000,Mie-ken,2017,1801000,877000,924000,NA,NA,NA,49178,31632,18805,12827,34276,19287,14989
24000,Mie-ken,2016,1809000,881000,928000,NA,NA,NA,44913,30030,17744,12286,33538,19211,14327
24000,Mie-ken,2015,1815865,883516,932349,31333,NA,NA,43031,30612,18114,12498,35188,20206,14982
24000,Mie-ken,2014,1826000,888000,937000,NA,NA,NA,42897,30186,17776,12410,33320,19045,14275
24000,Mie-ken,2013,1833000,892000,941000,NA,NA,NA,42945,NA,NA,NA,NA,NA,NA
24000,Mie-ken,2012,1841000,896000,945000,NA,NA,NA,42879,NA,NA,NA,NA,NA,NA
24000,Mie-ken,2011,1847000,900000,948000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24000,Mie-ken,2010,1854724,903398,951326,32825,NA,NA,NA,NA,NA,NA,NA,NA,NA
24000,Mie-ken,2009,1864000,908000,956000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24000,Mie-ken,2008,1871000,912000,959000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24000,Mie-ken,2007,1873000,912000,961000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24000,Mie-ken,2006,1872000,910000,961000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24000,Mie-ken,2005,1866963,907214,959749,34249,16803,17446,NA,NA,NA,NA,NA,NA,NA
24000,Mie-ken,2004,1867000,906000,960000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24000,Mie-ken,2003,1864000,905000,959000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24000,Mie-ken,2002,1863000,904000,958000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24000,Mie-ken,2001,1862000,905000,958000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24000,Mie-ken,2000,1857339,901380,955959,23922,12398,11524,NA,NA,NA,NA,NA,NA,NA
24000,Mie-ken,1999,1856000,901000,955000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24000,Mie-ken,1998,1855000,900000,954000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24000,Mie-ken,1997,1851000,899000,952000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24000,Mie-ken,1996,1846000,897000,950000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24000,Mie-ken,1995,1841358,893982,947376,16485,8630,7855,NA,NA,NA,NA,NA,NA,NA
24000,Mie-ken,1994,1833000,890000,943000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24000,Mie-ken,1993,1823000,885000,938000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24000,Mie-ken,1992,1814000,880000,933000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24000,Mie-ken,1991,1803000,875000,928000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24000,Mie-ken,1990,1792514,869515,922999,10179,5128,5051,NA,NA,NA,NA,NA,NA,NA
24000,Mie-ken,1989,1782000,864000,918000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24000,Mie-ken,1988,1772000,859000,913000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24000,Mie-ken,1987,1765000,856000,909000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24000,Mie-ken,1986,1756000,852000,905000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24000,Mie-ken,1985,1747311,847420,899891,8222,4121,4101,NA,NA,NA,NA,NA,NA,NA
24000,Mie-ken,1984,1737000,842000,894000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24000,Mie-ken,1983,1728000,838000,890000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24000,Mie-ken,1982,1716000,833000,883000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24000,Mie-ken,1981,1702000,826000,877000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24000,Mie-ken,1980,1686936,817578,869358,7969,4010,3959,NA,NA,NA,NA,NA,NA,NA
24000,Mie-ken,1979,1672000,810000,862000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24000,Mie-ken,1978,1661000,805000,856000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24000,Mie-ken,1977,1649000,799000,850000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24000,Mie-ken,1976,1638000,793000,845000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24000,Mie-ken,1975,1626002,787280,838722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25000,Shiga-ken,2023,1407000,695000,712000,NA,NA,NA,40743,30684,17653,13031,30672,17736,12936
25000,Shiga-ken,2022,1409000,695000,714000,NA,NA,NA,37350,31628,18207,13421,30073,17514,12559
25000,Shiga-ken,2021,1411000,696000,715000,NA,NA,NA,33458,29473,17014,12459,28439,16663,11776
25000,Shiga-ken,2020,1413610,697429,716181,28704,NA,NA,33881,28127,16316,11811,28099,16233,11866
25000,Shiga-ken,2019,1416000,699000,717000,NA,NA,NA,33929,30457,17667,12790,29378,16793,12585
25000,Shiga-ken,2018,1414000,698000,716000,NA,NA,NA,30155,29353,16978,12375,28944,16619,12325
25000,Shiga-ken,2017,1414000,697000,717000,NA,NA,NA,27375,28044,16201,11843,28563,16328,12235
25000,Shiga-ken,2016,1414000,697000,716000,NA,NA,NA,25838,27354,15698,11656,28151,16107,12044
25000,Shiga-ken,2015,1412916,696941,715975,19886,NA,NA,24617,27302,15775,11527,29403,17015,12388
25000,Shiga-ken,2014,1414000,698000,717000,NA,NA,NA,24295,26646,15211,11435,27434,15644,11790
25000,Shiga-ken,2013,1415000,699000,717000,NA,NA,NA,24712,NA,NA,NA,NA,NA,NA
25000,Shiga-ken,2012,1414000,698000,716000,NA,NA,NA,24809,NA,NA,NA,NA,NA,NA
25000,Shiga-ken,2011,1413000,698000,715000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25000,Shiga-ken,2010,1410777,696769,714008,21537,NA,NA,NA,NA,NA,NA,NA,NA,NA
25000,Shiga-ken,2009,1409000,696000,713000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25000,Shiga-ken,2008,1405000,695000,710000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25000,Shiga-ken,2007,1398000,691000,707000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25000,Shiga-ken,2006,1390000,687000,703000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25000,Shiga-ken,2005,1380361,681474,698887,22750,11433,11317,NA,NA,NA,NA,NA,NA,NA
25000,Shiga-ken,2004,1375000,678000,696000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25000,Shiga-ken,2003,1368000,675000,693000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25000,Shiga-ken,2002,1361000,672000,689000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25000,Shiga-ken,2001,1354000,669000,685000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25000,Shiga-ken,2000,1342832,663432,679400,18784,9727,9057,NA,NA,NA,NA,NA,NA,NA
25000,Shiga-ken,1999,1332000,658000,674000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25000,Shiga-ken,1998,1323000,653000,670000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25000,Shiga-ken,1997,1310000,647000,664000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25000,Shiga-ken,1996,1298000,641000,658000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25000,Shiga-ken,1995,1287005,634648,652357,14233,7647,6586,NA,NA,NA,NA,NA,NA,NA
25000,Shiga-ken,1994,1273000,628000,646000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25000,Shiga-ken,1993,1261000,621000,640000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25000,Shiga-ken,1992,1248000,615000,633000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25000,Shiga-ken,1991,1235000,608000,627000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25000,Shiga-ken,1990,1222411,601082,621329,9041,4566,4475,NA,NA,NA,NA,NA,NA,NA
25000,Shiga-ken,1989,1206000,593000,613000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25000,Shiga-ken,1988,1191000,586000,605000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25000,Shiga-ken,1987,1178000,579000,599000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25000,Shiga-ken,1986,1166000,574000,593000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25000,Shiga-ken,1985,1155844,568735,587109,7864,4003,3861,NA,NA,NA,NA,NA,NA,NA
25000,Shiga-ken,1984,1141000,561000,580000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25000,Shiga-ken,1983,1127000,554000,574000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25000,Shiga-ken,1982,1112000,546000,566000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25000,Shiga-ken,1981,1097000,538000,559000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25000,Shiga-ken,1980,1079898,529208,550690,7357,3751,3606,NA,NA,NA,NA,NA,NA,NA
25000,Shiga-ken,1979,1061000,520000,542000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25000,Shiga-ken,1978,1043000,511000,532000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25000,Shiga-ken,1977,1026000,503000,523000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25000,Shiga-ken,1976,1006000,492000,513000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25000,Shiga-ken,1975,985621,481733,503888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26000,Kyoto-fu,2023,2535000,1210000,1325000,NA,NA,NA,75818,59452,31995,27457,62087,33486,28601
26000,Kyoto-fu,2022,2550000,1217000,1333000,NA,NA,NA,68443,59246,31770,27476,61280,33138,28142
26000,Kyoto-fu,2021,2561000,1223000,1339000,NA,NA,NA,58370,57010,30426,26584,60884,33129,27755
26000,Kyoto-fu,2020,2578087,1231468,1346619,52442,NA,NA,61696,56653,30492,26161,60600,32685,27915
26000,Kyoto-fu,2019,2592000,1239000,1353000,NA,NA,NA,64972,58657,31464,27193,61345,32805,28540
26000,Kyoto-fu,2018,2598000,1241000,1356000,NA,NA,NA,61022,57531,30516,27015,60067,32260,27807
26000,Kyoto-fu,2017,2604000,1245000,1359000,NA,NA,NA,57639,57865,30704,27161,59293,32060,27233
26000,Kyoto-fu,2016,2608000,1247000,1361000,NA,NA,NA,55111,57250,30582,26668,58278,31675,26603
26000,Kyoto-fu,2015,2610353,1248972,1361381,43949,NA,NA,53575,58586,31132,27454,59224,32397,26827
26000,Kyoto-fu,2014,2616000,1252000,1363000,NA,NA,NA,52213,56139,30301,25838,57668,31326,26342
26000,Kyoto-fu,2013,2622000,1256000,1366000,NA,NA,NA,52266,NA,NA,NA,NA,NA,NA
26000,Kyoto-fu,2012,2628000,1260000,1368000,NA,NA,NA,52096,NA,NA,NA,NA,NA,NA
26000,Kyoto-fu,2011,2633000,1263000,1370000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26000,Kyoto-fu,2010,2636092,1265387,1370705,41855,NA,NA,NA,NA,NA,NA,NA,NA,NA
26000,Kyoto-fu,2009,2637000,1266000,1371000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26000,Kyoto-fu,2008,2640000,1268000,1372000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26000,Kyoto-fu,2007,2643000,1270000,1373000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26000,Kyoto-fu,2006,2646000,1272000,1374000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26000,Kyoto-fu,2005,2647660,1272993,1374667,46044,22073,23971,NA,NA,NA,NA,NA,NA,NA
26000,Kyoto-fu,2004,2650000,1275000,1375000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26000,Kyoto-fu,2003,2650000,1276000,1374000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26000,Kyoto-fu,2002,2648000,1276000,1372000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26000,Kyoto-fu,2001,2649000,1279000,1370000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26000,Kyoto-fu,2000,2644391,1278142,1366249,45094,21550,23544,NA,NA,NA,NA,NA,NA,NA
26000,Kyoto-fu,1999,2645000,1279000,1366000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26000,Kyoto-fu,1998,2643000,1280000,1363000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26000,Kyoto-fu,1997,2638000,1279000,1359000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26000,Kyoto-fu,1996,2634000,1279000,1356000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26000,Kyoto-fu,1995,2629592,1276838,1352754,46981,23057,23924,NA,NA,NA,NA,NA,NA,NA
26000,Kyoto-fu,1994,2622000,1274000,1348000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26000,Kyoto-fu,1993,2618000,1273000,1345000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26000,Kyoto-fu,1992,2615000,1273000,1343000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26000,Kyoto-fu,1991,2608000,1270000,1338000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26000,Kyoto-fu,1990,2602460,1267620,1334840,45958,22825,23133,NA,NA,NA,NA,NA,NA,NA
26000,Kyoto-fu,1989,2604000,1270000,1335000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26000,Kyoto-fu,1988,2604000,1270000,1334000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26000,Kyoto-fu,1987,2601000,1270000,1331000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26000,Kyoto-fu,1986,2595000,1268000,1328000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26000,Kyoto-fu,1985,2586574,1264035,1322539,45508,22837,22671,NA,NA,NA,NA,NA,NA,NA
26000,Kyoto-fu,1984,2578000,1261000,1317000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26000,Kyoto-fu,1983,2569000,1257000,1312000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26000,Kyoto-fu,1982,2553000,1250000,1303000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26000,Kyoto-fu,1981,2539000,1244000,1295000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26000,Kyoto-fu,1980,2527330,1238365,1288965,43960,22169,21791,NA,NA,NA,NA,NA,NA,NA
26000,Kyoto-fu,1979,2512000,1232000,1280000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26000,Kyoto-fu,1978,2494000,1224000,1271000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26000,Kyoto-fu,1977,2474000,1214000,1260000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26000,Kyoto-fu,1976,2452000,1203000,1249000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26000,Kyoto-fu,1975,2424856,1190854,1234002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27000,Osaka-fu,2023,8763000,4191000,4572000,NA,NA,NA,301490,177874,95164,82710,167082,92251,74831
27000,Osaka-fu,2022,8782000,4202000,4580000,NA,NA,NA,272449,173710,93261,80449,167171,92022,75149
27000,Osaka-fu,2021,8806000,4216000,4590000,NA,NA,NA,246157,168009,90302,77707,162387,89386,73001
27000,Osaka-fu,2020,8837685,4235956,4601729,208681,NA,NA,253814,172563,92831,79732,159207,88136,71071
27000,Osaka-fu,2019,8842000,4243000,4599000,NA,NA,NA,255894,175702,93651,82051,167638,92406,75232
27000,Osaka-fu,2018,8838000,4245000,4594000,NA,NA,NA,239113,168551,89773,78778,166163,91475,74688
27000,Osaka-fu,2017,8841000,4249000,4591000,NA,NA,NA,228474,164025,87772,76253,162889,89594,73295
27000,Osaka-fu,2016,8841000,4254000,4588000,NA,NA,NA,217656,162414,87588,74826,162010,89277,72733
27000,Osaka-fu,2015,8839469,4256049,4583420,150890,NA,NA,210148,165515,89383,76132,164609,91067,73542
27000,Osaka-fu,2014,8845000,4262000,4583000,NA,NA,NA,204347,157091,84058,73033,158757,87745,71012
27000,Osaka-fu,2013,8856000,4271000,4585000,NA,NA,NA,203921,NA,NA,NA,NA,NA,NA
27000,Osaka-fu,2012,8861000,4277000,4584000,NA,NA,NA,203288,NA,NA,NA,NA,NA,NA
27000,Osaka-fu,2011,8863000,4281000,4582000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27000,Osaka-fu,2010,8865245,4285566,4579679,164704,NA,NA,NA,NA,NA,NA,NA,NA,NA
27000,Osaka-fu,2009,8855000,4284000,4571000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27000,Osaka-fu,2008,8847000,4283000,4564000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27000,Osaka-fu,2007,8839000,4282000,4557000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27000,Osaka-fu,2006,8828000,4281000,4547000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27000,Osaka-fu,2005,8817166,4280622,4536544,175766,84030,91736,NA,NA,NA,NA,NA,NA,NA
27000,Osaka-fu,2004,8825000,4290000,4536000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27000,Osaka-fu,2003,8824000,4295000,4529000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27000,Osaka-fu,2002,8821000,4299000,4522000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27000,Osaka-fu,2001,8821000,4305000,4515000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27000,Osaka-fu,2000,8805081,4304059,4501022,170877,80862,90015,NA,NA,NA,NA,NA,NA,NA
27000,Osaka-fu,1999,8813000,4312000,4500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27000,Osaka-fu,1998,8813000,4317000,4496000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27000,Osaka-fu,1997,8808000,4320000,4487000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27000,Osaka-fu,1996,8807000,4324000,4482000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27000,Osaka-fu,1995,8797268,4321575,4475693,178165,86307,91858,NA,NA,NA,NA,NA,NA,NA
27000,Osaka-fu,1994,8759000,4305000,4454000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27000,Osaka-fu,1993,8762000,4311000,4451000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27000,Osaka-fu,1992,8761000,4315000,4446000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27000,Osaka-fu,1991,8750000,4313000,4437000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27000,Osaka-fu,1990,8734516,4308184,4426332,176457,85839,90618,NA,NA,NA,NA,NA,NA,NA
27000,Osaka-fu,1989,8744000,4316000,4428000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27000,Osaka-fu,1988,8748000,4321000,4427000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27000,Osaka-fu,1987,8737000,4317000,4420000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27000,Osaka-fu,1986,8705000,4303000,4402000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27000,Osaka-fu,1985,8668095,4286445,4381650,172935,86077,86858,NA,NA,NA,NA,NA,NA,NA
27000,Osaka-fu,1984,8632000,4272000,4361000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27000,Osaka-fu,1983,8588000,4252000,4337000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27000,Osaka-fu,1982,8543000,4231000,4311000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27000,Osaka-fu,1981,8509000,4217000,4291000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27000,Osaka-fu,1980,8473446,4203838,4269608,168443,85005,83438,NA,NA,NA,NA,NA,NA,NA
27000,Osaka-fu,1979,8445000,4193000,4253000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27000,Osaka-fu,1978,8412000,4180000,4232000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27000,Osaka-fu,1977,8373000,4167000,4207000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27000,Osaka-fu,1976,8330000,4151000,4179000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27000,Osaka-fu,1975,8278925,4132495,4146430,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28000,Hyogo-ken,2023,5370000,2551000,2819000,NA,NA,NA,131756,92924,49881,43043,100321,54409,45912
28000,Hyogo-ken,2022,5402000,2567000,2835000,NA,NA,NA,123125,94569,50420,44149,100194,54159,46035
28000,Hyogo-ken,2021,5432000,2582000,2850000,NA,NA,NA,111940,91589,49200,42389,96933,52877,44056
28000,Hyogo-ken,2020,5465002,2599756,2865246,87280,NA,NA,114806,91172,49616,41556,98037,53756,44281
28000,Hyogo-ken,2019,5488000,2614000,2874000,NA,NA,NA,115681,94648,51034,43614,100686,54519,46167
28000,Hyogo-ken,2018,5501000,2621000,2880000,NA,NA,NA,110005,94045,50412,43633,99375,53728,45647
28000,Hyogo-ken,2017,5515000,2629000,2886000,NA,NA,NA,105613,92538,49705,42833,98485,53474,45011
28000,Hyogo-ken,2016,5526000,2636000,2890000,NA,NA,NA,101562,91644,49065,42579,97949,53631,44318
28000,Hyogo-ken,2015,5534800,2641561,2893239,77518,NA,NA,98625,93099,50250,42849,100465,54977,45488
28000,Hyogo-ken,2014,5550000,2650000,2900000,NA,NA,NA,96530,90700,48629,42071,98107,53585,44522
28000,Hyogo-ken,2013,5565000,2659000,2906000,NA,NA,NA,96541,NA,NA,NA,NA,NA,NA
28000,Hyogo-ken,2012,5575000,2665000,2910000,NA,NA,NA,97164,NA,NA,NA,NA,NA,NA
28000,Hyogo-ken,2011,5584000,2670000,2914000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28000,Hyogo-ken,2010,5588133,2673328,2914805,79040,NA,NA,NA,NA,NA,NA,NA,NA,NA
28000,Hyogo-ken,2009,5591000,2677000,2914000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28000,Hyogo-ken,2008,5592000,2678000,2914000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28000,Hyogo-ken,2007,5593000,2679000,2914000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28000,Hyogo-ken,2006,5592000,2679000,2913000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28000,Hyogo-ken,2005,5590601,2680288,2910313,85943,41220,44723,NA,NA,NA,NA,NA,NA,NA
28000,Hyogo-ken,2004,5592000,2683000,2909000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28000,Hyogo-ken,2003,5589000,2684000,2905000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28000,Hyogo-ken,2002,5580000,2682000,2898000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28000,Hyogo-ken,2001,5572000,2682000,2890000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28000,Hyogo-ken,2000,5550574,2674625,2875949,82861,39879,42982,NA,NA,NA,NA,NA,NA,NA
28000,Hyogo-ken,1999,5528000,2666000,2862000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28000,Hyogo-ken,1998,5494000,2652000,2842000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28000,Hyogo-ken,1997,5455000,2634000,2820000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28000,Hyogo-ken,1996,5421000,2620000,2801000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28000,Hyogo-ken,1995,5401877,2612369,2789508,80433,39827,40606,NA,NA,NA,NA,NA,NA,NA
28000,Hyogo-ken,1994,5469000,2647000,2823000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28000,Hyogo-ken,1993,5457000,2642000,2814000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28000,Hyogo-ken,1992,5443000,2637000,2806000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28000,Hyogo-ken,1991,5426000,2629000,2796000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28000,Hyogo-ken,1990,5405040,2619692,2785348,78643,39104,39539,NA,NA,NA,NA,NA,NA,NA
28000,Hyogo-ken,1989,5372000,2605000,2767000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28000,Hyogo-ken,1988,5344000,2593000,2751000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28000,Hyogo-ken,1987,5319000,2582000,2737000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28000,Hyogo-ken,1986,5300000,2576000,2724000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28000,Hyogo-ken,1985,5278050,2567814,2710236,76275,38427,37848,NA,NA,NA,NA,NA,NA,NA
28000,Hyogo-ken,1984,5252000,2557000,2695000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28000,Hyogo-ken,1983,5227000,2547000,2680000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28000,Hyogo-ken,1982,5198000,2534000,2664000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28000,Hyogo-ken,1981,5171000,2523000,2648000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28000,Hyogo-ken,1980,5144892,2512358,2632534,74027,37552,36475,NA,NA,NA,NA,NA,NA,NA
28000,Hyogo-ken,1979,5119000,2502000,2616000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28000,Hyogo-ken,1978,5093000,2493000,2600000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28000,Hyogo-ken,1977,5063000,2481000,2582000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28000,Hyogo-ken,1976,5029000,2468000,2561000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28000,Hyogo-ken,1975,4992140,2453277,2538863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
