prefecture_core,prefecture_chr,year,total_population,total_populationMale,total_populationFemale,total_foreigners,total_foreignersMale,total_foreignersFemale,number_foreigners,number_in-migrants,number_in-migrantsMale,number_in-migrantsFemale,number_out-migrants,number_out-migrantsMale,number_out-migrantsFemale
16000,Toyama-ken,1981,1106000,534000,572000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16000,Toyama-ken,1980,1103459,532686,570773,1956,960,996,NA,NA,NA,NA,NA,NA,NA
16000,Toyama-ken,1979,1098000,530000,568000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16000,Toyama-ken,1978,1092000,527000,565000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16000,Toyama-ken,1977,1085000,523000,562000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16000,Toyama-ken,1976,1079000,519000,559000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16000,Toyama-ken,1975,1070791,514991,555800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17000,Ishikawa-ken,2023,1109000,539000,570000,NA,NA,NA,19407,18515,10931,7584,20976,11932,9044
17000,Ishikawa-ken,2022,1118000,543000,575000,NA,NA,NA,17161,19105,11222,7883,21465,12305,9160
17000,Ishikawa-ken,2021,1125000,546000,579000,NA,NA,NA,14766,19193,11292,7901,20226,11791,8435
17000,Ishikawa-ken,2020,1132526,549771,582755,13685,NA,NA,15792,18596,11113,7483,20232,11835,8397
17000,Ishikawa-ken,2019,1139000,553000,586000,NA,NA,NA,16881,19261,11506,7755,21863,12497,9366
17000,Ishikawa-ken,2018,1145000,555000,590000,NA,NA,NA,15455,19385,11616,7769,20913,12040,8873
17000,Ishikawa-ken,2017,1148000,557000,592000,NA,NA,NA,13877,19478,11616,7862,20154,11563,8591
17000,Ishikawa-ken,2016,1151000,558000,594000,NA,NA,NA,12537,18825,11085,7740,19836,11570,8266
17000,Ishikawa-ken,2015,1154008,558589,595419,9308,NA,NA,11542,19075,11371,7704,19445,11106,8339
17000,Ishikawa-ken,2014,1157000,560000,597000,NA,NA,NA,10978,17810,10574,7236,18544,10586,7958
17000,Ishikawa-ken,2013,1160000,561000,599000,NA,NA,NA,10773,NA,NA,NA,NA,NA,NA
17000,Ishikawa-ken,2012,1164000,562000,601000,NA,NA,NA,10839,NA,NA,NA,NA,NA,NA
17000,Ishikawa-ken,2011,1167000,564000,603000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17000,Ishikawa-ken,2010,1169788,564972,604816,9768,NA,NA,NA,NA,NA,NA,NA,NA,NA
17000,Ishikawa-ken,2009,1171000,565000,605000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17000,Ishikawa-ken,2008,1172000,566000,606000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17000,Ishikawa-ken,2007,1173000,566000,606000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17000,Ishikawa-ken,2006,1173000,566000,607000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17000,Ishikawa-ken,2005,1174026,567060,606966,7654,3695,3959,NA,NA,NA,NA,NA,NA,NA
17000,Ishikawa-ken,2004,1178000,569000,608000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17000,Ishikawa-ken,2003,1179000,570000,609000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17000,Ishikawa-ken,2002,1180000,571000,609000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17000,Ishikawa-ken,2001,1182000,572000,610000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17000,Ishikawa-ken,2000,1180977,572244,608733,6321,3287,3034,NA,NA,NA,NA,NA,NA,NA
17000,Ishikawa-ken,1999,1180000,571000,609000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17000,Ishikawa-ken,1998,1181000,572000,610000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17000,Ishikawa-ken,1997,1181000,571000,610000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17000,Ishikawa-ken,1996,1181000,571000,610000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17000,Ishikawa-ken,1995,1180068,570835,609233,4942,2371,2571,NA,NA,NA,NA,NA,NA,NA
17000,Ishikawa-ken,1994,1176000,568000,608000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17000,Ishikawa-ken,1993,1173000,567000,606000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17000,Ishikawa-ken,1992,1171000,565000,605000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17000,Ishikawa-ken,1991,1167000,564000,603000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17000,Ishikawa-ken,1990,1164628,562684,601944,3834,1798,2036,NA,NA,NA,NA,NA,NA,NA
17000,Ishikawa-ken,1989,1163000,562000,601000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17000,Ishikawa-ken,1988,1160000,561000,599000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17000,Ishikawa-ken,1987,1158000,560000,598000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17000,Ishikawa-ken,1986,1155000,559000,596000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17000,Ishikawa-ken,1985,1152325,557664,594661,3268,1632,1636,NA,NA,NA,NA,NA,NA,NA
17000,Ishikawa-ken,1984,1147000,555000,592000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17000,Ishikawa-ken,1983,1141000,553000,588000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17000,Ishikawa-ken,1982,1134000,550000,585000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17000,Ishikawa-ken,1981,1127000,546000,580000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17000,Ishikawa-ken,1980,1119304,542782,576522,3087,1592,1495,NA,NA,NA,NA,NA,NA,NA
17000,Ishikawa-ken,1979,1110000,539000,572000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17000,Ishikawa-ken,1978,1100000,534000,566000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17000,Ishikawa-ken,1977,1091000,529000,562000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17000,Ishikawa-ken,1976,1082000,525000,557000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17000,Ishikawa-ken,1975,1069872,518594,551278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18000,Fukui-ken,2023,744000,364000,380000,NA,NA,NA,17595,9686,5786,3900,13094,7422,5672
18000,Fukui-ken,2022,753000,368000,385000,NA,NA,NA,16720,9980,5984,3996,13632,7633,5999
18000,Fukui-ken,2021,760000,371000,389000,NA,NA,NA,16014,11134,6648,4486,12884,7236,5648
18000,Fukui-ken,2020,766863,373973,392890,13796,NA,NA,16156,10586,6328,4258,12056,6845,5211
18000,Fukui-ken,2019,771000,376000,396000,NA,NA,NA,15823,9779,5916,3863,13115,7332,5783
18000,Fukui-ken,2018,777000,378000,399000,NA,NA,NA,15114,9876,5847,4029,12263,6810,5453
18000,Fukui-ken,2017,780000,379000,401000,NA,NA,NA,13842,10079,5904,4175,11565,6419,5146
18000,Fukui-ken,2016,783000,380000,403000,NA,NA,NA,12607,9304,5358,3946,11584,6427,5157
18000,Fukui-ken,2015,786740,381474,405266,9448,NA,NA,12307,9331,5509,3822,11523,6509,5014
18000,Fukui-ken,2014,791000,383000,408000,NA,NA,NA,11719,8858,5227,3631,10959,6228,4731
18000,Fukui-ken,2013,796000,385000,410000,NA,NA,NA,11689,NA,NA,NA,NA,NA,NA
18000,Fukui-ken,2012,800000,387000,412000,NA,NA,NA,12202,NA,NA,NA,NA,NA,NA
18000,Fukui-ken,2011,803000,389000,415000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18000,Fukui-ken,2010,806314,389712,416602,10562,NA,NA,NA,NA,NA,NA,NA,NA,NA
18000,Fukui-ken,2009,810000,391000,418000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18000,Fukui-ken,2008,814000,394000,420000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18000,Fukui-ken,2007,817000,395000,422000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18000,Fukui-ken,2006,820000,396000,423000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18000,Fukui-ken,2005,821592,397271,424321,10803,4206,6597,NA,NA,NA,NA,NA,NA,NA
18000,Fukui-ken,2004,824000,399000,425000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18000,Fukui-ken,2003,827000,400000,426000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18000,Fukui-ken,2002,828000,401000,427000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18000,Fukui-ken,2001,830000,402000,427000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18000,Fukui-ken,2000,828944,402367,426577,9861,4453,5408,NA,NA,NA,NA,NA,NA,NA
18000,Fukui-ken,1999,828000,402000,426000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18000,Fukui-ken,1998,828000,402000,426000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18000,Fukui-ken,1997,828000,402000,426000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18000,Fukui-ken,1996,828000,402000,426000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18000,Fukui-ken,1995,826996,401860,425136,7593,3687,3906,NA,NA,NA,NA,NA,NA,NA
18000,Fukui-ken,1994,825000,401000,425000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18000,Fukui-ken,1993,824000,400000,424000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18000,Fukui-ken,1992,823000,400000,423000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18000,Fukui-ken,1991,823000,400000,423000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18000,Fukui-ken,1990,823585,400391,423194,5257,2524,2733,NA,NA,NA,NA,NA,NA,NA
18000,Fukui-ken,1989,823000,400000,423000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18000,Fukui-ken,1988,822000,400000,423000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18000,Fukui-ken,1987,822000,399000,422000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18000,Fukui-ken,1986,819000,398000,421000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18000,Fukui-ken,1985,817633,397115,420518,4948,2516,2432,NA,NA,NA,NA,NA,NA,NA
18000,Fukui-ken,1984,813000,395000,418000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18000,Fukui-ken,1983,809000,392000,416000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18000,Fukui-ken,1982,803000,389000,414000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18000,Fukui-ken,1981,798000,386000,412000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18000,Fukui-ken,1980,794354,384269,410085,4780,2495,2285,NA,NA,NA,NA,NA,NA,NA
18000,Fukui-ken,1979,791000,383000,408000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18000,Fukui-ken,1978,787000,381000,406000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18000,Fukui-ken,1977,783000,379000,405000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18000,Fukui-ken,1976,779000,377000,403000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18000,Fukui-ken,1975,773599,373416,400183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19000,Yamanashi-ken,2023,796000,391000,404000,NA,NA,NA,21502,15277,8934,6343,15863,8978,6885
19000,Yamanashi-ken,2022,802000,394000,408000,NA,NA,NA,19982,16157,9325,6832,15453,8700,6753
19000,Yamanashi-ken,2021,805000,395000,410000,NA,NA,NA,17163,15967,9186,6781,15281,8601,6680
19000,Yamanashi-ken,2020,809974,397309,412665,13993,NA,NA,17125,14109,8109,6000,15558,8704,6854
19000,Yamanashi-ken,2019,815000,400000,415000,NA,NA,NA,17179,14087,8010,6077,17020,9471,7549
19000,Yamanashi-ken,2018,821000,402000,418000,NA,NA,NA,16073,13747,7817,5930,17152,9410,7742
19000,Yamanashi-ken,2017,826000,404000,421000,NA,NA,NA,15636,13613,7810,5803,16844,9387,7457
19000,Yamanashi-ken,2016,831000,407000,424000,NA,NA,NA,14920,13491,7867,5624,15728,8698,7030
19000,Yamanashi-ken,2015,834930,408327,426603,11115,NA,NA,14228,13673,7780,5893,16459,9131,7328
19000,Yamanashi-ken,2014,841000,411000,430000,NA,NA,NA,13990,13026,7380,5646,15746,8692,7054
19000,Yamanashi-ken,2013,847000,414000,433000,NA,NA,NA,13996,NA,NA,NA,NA,NA,NA
19000,Yamanashi-ken,2012,852000,417000,435000,NA,NA,NA,14388,NA,NA,NA,NA,NA,NA
19000,Yamanashi-ken,2011,857000,420000,438000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19000,Yamanashi-ken,2010,863075,422526,440549,12484,NA,NA,NA,NA,NA,NA,NA,NA,NA
19000,Yamanashi-ken,2009,867000,424000,443000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19000,Yamanashi-ken,2008,871000,426000,445000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19000,Yamanashi-ken,2007,877000,430000,447000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19000,Yamanashi-ken,2006,880000,431000,449000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19000,Yamanashi-ken,2005,884515,433569,450946,13564,6152,7412,NA,NA,NA,NA,NA,NA,NA
19000,Yamanashi-ken,2004,886000,434000,452000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19000,Yamanashi-ken,2003,888000,436000,452000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19000,Yamanashi-ken,2002,889000,437000,453000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19000,Yamanashi-ken,2001,890000,438000,452000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19000,Yamanashi-ken,2000,888172,436837,451335,11001,5258,5743,NA,NA,NA,NA,NA,NA,NA
19000,Yamanashi-ken,1999,887000,437000,451000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19000,Yamanashi-ken,1998,888000,437000,451000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19000,Yamanashi-ken,1997,886000,436000,450000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19000,Yamanashi-ken,1996,885000,436000,449000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19000,Yamanashi-ken,1995,881996,434707,447289,7947,3907,4040,NA,NA,NA,NA,NA,NA,NA
19000,Yamanashi-ken,1994,877000,432000,445000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19000,Yamanashi-ken,1993,871000,429000,442000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19000,Yamanashi-ken,1992,865000,426000,439000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19000,Yamanashi-ken,1991,860000,423000,437000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19000,Yamanashi-ken,1990,852966,418701,434265,2888,1379,1509,NA,NA,NA,NA,NA,NA,NA
19000,Yamanashi-ken,1989,849000,416000,432000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19000,Yamanashi-ken,1988,845000,414000,431000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19000,Yamanashi-ken,1987,841000,412000,429000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19000,Yamanashi-ken,1986,837000,410000,427000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19000,Yamanashi-ken,1985,832832,407910,424922,1709,892,817,NA,NA,NA,NA,NA,NA,NA
19000,Yamanashi-ken,1984,826000,404000,422000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19000,Yamanashi-ken,1983,820000,400000,419000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19000,Yamanashi-ken,1982,813000,397000,417000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19000,Yamanashi-ken,1981,809000,394000,415000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19000,Yamanashi-ken,1980,804256,391649,412607,1585,874,711,NA,NA,NA,NA,NA,NA,NA
19000,Yamanashi-ken,1979,800000,389000,411000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19000,Yamanashi-ken,1978,796000,387000,409000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19000,Yamanashi-ken,1977,792000,385000,407000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19000,Yamanashi-ken,1976,787000,382000,405000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19000,Yamanashi-ken,1975,783050,379283,403767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20000,Nagano-ken,2023,2004000,981000,1023000,NA,NA,NA,43075,31372,17833,13539,33300,18492,14808
20000,Nagano-ken,2022,2020000,988000,1032000,NA,NA,NA,39248,32942,18519,14423,32347,17963,14384
20000,Nagano-ken,2021,2033000,994000,1040000,NA,NA,NA,35673,31189,17897,13292,31331,17452,13879
20000,Nagano-ken,2020,2048011,1000389,1047622,31491,NA,NA,36530,29222,16515,12707,31045,17208,13837
20000,Nagano-ken,2019,2061000,1007000,1054000,NA,NA,NA,38446,28486,15988,12498,32792,17733,15059
20000,Nagano-ken,2018,2073000,1012000,1061000,NA,NA,NA,36526,29058,16485,12573,32134,17425,14709
20000,Nagano-ken,2017,2082000,1016000,1067000,NA,NA,NA,34142,28476,15954,12522,31006,16924,14082
20000,Nagano-ken,2016,2091000,1019000,1072000,NA,NA,NA,32483,27946,15670,12276,30895,17022,13873
20000,Nagano-ken,2015,2098804,1022129,1076675,26640,NA,NA,31453,28777,16146,12631,32021,17514,14507
20000,Nagano-ken,2014,2110000,1027000,1083000,NA,NA,NA,30748,27627,15348,12279,31330,17106,14224
20000,Nagano-ken,2013,2122000,1033000,1090000,NA,NA,NA,31003,NA,NA,NA,NA,NA,NA
20000,Nagano-ken,2012,2132000,1037000,1095000,NA,NA,NA,31788,NA,NA,NA,NA,NA,NA
20000,Nagano-ken,2011,2142000,1042000,1101000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20000,Nagano-ken,2010,2152449,1046178,1106271,29841,NA,NA,NA,NA,NA,NA,NA,NA,NA
20000,Nagano-ken,2009,2162000,1051000,1111000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20000,Nagano-ken,2008,2173000,1056000,1116000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20000,Nagano-ken,2007,2182000,1061000,1121000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20000,Nagano-ken,2006,2189000,1065000,1124000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20000,Nagano-ken,2005,2196114,1068203,1127911,34764,15102,19662,NA,NA,NA,NA,NA,NA,NA
20000,Nagano-ken,2004,2206000,1074000,1132000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20000,Nagano-ken,2003,2210000,1077000,1134000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20000,Nagano-ken,2002,2215000,1080000,1135000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20000,Nagano-ken,2001,2222000,1085000,1137000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20000,Nagano-ken,2000,2215168,1080986,1134182,33278,15462,17816,NA,NA,NA,NA,NA,NA,NA
20000,Nagano-ken,1999,2210000,1079000,1132000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20000,Nagano-ken,1998,2210000,1079000,1132000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20000,Nagano-ken,1997,2207000,1077000,1130000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20000,Nagano-ken,1996,2203000,1075000,1128000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20000,Nagano-ken,1995,2193984,1070471,1123513,20257,9527,10730,NA,NA,NA,NA,NA,NA,NA
20000,Nagano-ken,1994,2184000,1064000,1119000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20000,Nagano-ken,1993,2175000,1059000,1116000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20000,Nagano-ken,1992,2169000,1056000,1113000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20000,Nagano-ken,1991,2162000,1051000,1110000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20000,Nagano-ken,1990,2156627,1048109,1108518,8383,3709,4674,NA,NA,NA,NA,NA,NA,NA
20000,Nagano-ken,1989,2153000,1046000,1107000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20000,Nagano-ken,1988,2149000,1044000,1105000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20000,Nagano-ken,1987,2148000,1043000,1104000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20000,Nagano-ken,1986,2143000,1041000,1102000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20000,Nagano-ken,1985,2136927,1038070,1098857,5600,2758,2842,NA,NA,NA,NA,NA,NA,NA
20000,Nagano-ken,1984,2125000,1031000,1094000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20000,Nagano-ken,1983,2112000,1024000,1088000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20000,Nagano-ken,1982,2102000,1019000,1083000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20000,Nagano-ken,1981,2093000,1014000,1079000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20000,Nagano-ken,1980,2083934,1008885,1075049,5093,2661,2432,NA,NA,NA,NA,NA,NA,NA
20000,Nagano-ken,1979,2074000,1004000,1070000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20000,Nagano-ken,1978,2062000,997000,1064000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20000,Nagano-ken,1977,2048000,990000,1058000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20000,Nagano-ken,1976,2033000,981000,1052000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20000,Nagano-ken,1975,2017564,972471,1045093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21000,Gifu-ken,2023,1931000,938000,993000,NA,NA,NA,69477,32505,18420,14085,37021,20482,16539
21000,Gifu-ken,2022,1946000,945000,1001000,NA,NA,NA,62710,33080,18804,14276,36883,20216,16667
21000,Gifu-ken,2021,1961000,952000,1009000,NA,NA,NA,56697,29896,16941,12955,35023,19180,15843
21000,Gifu-ken,2020,1978742,960436,1018306,48979,NA,NA,59377,29148,16715,12433,34951,19167,15784
21000,Gifu-ken,2019,1992000,967000,1025000,NA,NA,NA,60206,31733,18106,13627,38498,20810,17688
21000,Gifu-ken,2018,2001000,971000,1031000,NA,NA,NA,55205,31271,17780,13491,37257,20133,17124
21000,Gifu-ken,2017,2012000,975000,1037000,NA,NA,NA,51029,29372,16609,12763,36898,19757,17141
21000,Gifu-ken,2016,2024000,980000,1043000,NA,NA,NA,48465,29450,16517,12933,35834,19610,16224
21000,Gifu-ken,2015,2031903,983850,1048053,35382,NA,NA,45923,29236,16422,12814,35809,19475,16334
21000,Gifu-ken,2014,2043000,989000,1054000,NA,NA,NA,45024,28277,15810,12467,33757,18371,15386
21000,Gifu-ken,2013,2053000,994000,1059000,NA,NA,NA,45105,NA,NA,NA,NA,NA,NA
21000,Gifu-ken,2012,2062000,998000,1064000,NA,NA,NA,45878,NA,NA,NA,NA,NA,NA
21000,Gifu-ken,2011,2071000,1003000,1069000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21000,Gifu-ken,2010,2080773,1006247,1074526,36879,NA,NA,NA,NA,NA,NA,NA,NA,NA
21000,Gifu-ken,2009,2091000,1012000,1079000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21000,Gifu-ken,2008,2100000,1017000,1083000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21000,Gifu-ken,2007,2104000,1018000,1085000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21000,Gifu-ken,2006,2105000,1019000,1086000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21000,Gifu-ken,2005,2107226,1020570,1086656,36793,16453,20340,NA,NA,NA,NA,NA,NA,NA
21000,Gifu-ken,2004,2108000,1021000,1087000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21000,Gifu-ken,2003,2110000,1023000,1087000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21000,Gifu-ken,2002,2110000,1023000,1087000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21000,Gifu-ken,2001,2111000,1024000,1087000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21000,Gifu-ken,2000,2107700,1022186,1085514,26599,12310,14289,NA,NA,NA,NA,NA,NA,NA
21000,Gifu-ken,1999,2107000,1022000,1085000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21000,Gifu-ken,1998,2108000,1023000,1085000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21000,Gifu-ken,1997,2106000,1022000,1084000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21000,Gifu-ken,1996,2104000,1021000,1083000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21000,Gifu-ken,1995,2100315,1019549,1080766,19132,9692,9440,NA,NA,NA,NA,NA,NA,NA
21000,Gifu-ken,1994,2095000,1017000,1078000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21000,Gifu-ken,1993,2089000,1014000,1075000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21000,Gifu-ken,1992,2082000,1011000,1071000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21000,Gifu-ken,1991,2073000,1007000,1067000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21000,Gifu-ken,1990,2066569,1003933,1062636,11344,5919,5425,NA,NA,NA,NA,NA,NA,NA
21000,Gifu-ken,1989,2058000,1000000,1058000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21000,Gifu-ken,1988,2051000,997000,1054000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21000,Gifu-ken,1987,2044000,994000,1050000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21000,Gifu-ken,1986,2036000,990000,1046000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21000,Gifu-ken,1985,2028536,986919,1041617,9975,5124,4851,NA,NA,NA,NA,NA,NA,NA
21000,Gifu-ken,1984,2017000,981000,1036000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21000,Gifu-ken,1983,2004000,975000,1029000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21000,Gifu-ken,1982,1990000,968000,1022000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21000,Gifu-ken,1981,1975000,961000,1014000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21000,Gifu-ken,1980,1960107,954018,1006089,10023,5245,4778,NA,NA,NA,NA,NA,NA,NA
21000,Gifu-ken,1979,1943000,946000,997000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21000,Gifu-ken,1978,1927000,938000,989000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21000,Gifu-ken,1977,1909000,929000,980000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21000,Gifu-ken,1976,1889000,918000,970000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21000,Gifu-ken,1975,1867978,907382,960596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
